Year,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
31028,7126810.961,7126810.961,7126810.961,7126810.961,7663231.427,7663231.427,7663231.427,7663231.427,7663231.427,8221749.412,8221749.412,8221749.412,8221749.412,8221749.412,8757797.235,8757797.235,8757797.235,8757797.235,8757797.235,9196699.263,9196699.263,9196699.263,9196699.263,9196699.263
31029,12903332.81,12903332.81,12903332.81,12903332.81,14087420.44,14087420.44,14087420.44,14087420.44,14087420.44,15350582.31,15350582.31,15350582.31,15350582.31,15350582.31,16482576.87,16482576.87,16482576.87,16482576.87,16482576.87,17025735.07,17025735.07,17025735.07,17025735.07,17025735.07
31030,253486173.7,253486173.7,253486173.7,253486173.7,270549606.8,270549606.8,270549606.8,270549606.8,270549606.8,288595342.9,288595342.9,288595342.9,288595342.9,288595342.9,304732172,304732172,304732172,304732172,304732172,311423624.8,311423624.8,311423624.8,311423624.8,311423624.8
31031,27251041.87,27251041.87,27251041.87,27251041.87,29687397.37,29687397.37,29687397.37,29687397.37,29687397.37,32254995.52,32254995.52,32254995.52,32254995.52,32254995.52,34605314.64,34605314.64,34605314.64,34605314.64,34605314.64,35876030.48,35876030.48,35876030.48,35876030.48,35876030.48
31032,8493807.71,8493807.71,8493807.71,8493807.71,9502603.408,9502603.408,9502603.408,9502603.408,9502603.408,10572604.47,10572604.47,10572604.47,10572604.47,10572604.47,11538715.9,11538715.9,11538715.9,11538715.9,11538715.9,12016655.33,12016655.33,12016655.33,12016655.33,12016655.33
31033,13716578.25,13716578.25,13716578.25,13716578.25,15151168.07,15151168.07,15151168.07,15151168.07,15151168.07,16673596.91,16673596.91,16673596.91,16673596.91,16673596.91,18057537.32,18057537.32,18057537.32,18057537.32,18057537.32,18747199.53,18747199.53,18747199.53,18747199.53,18747199.53
31034,19296750.16,19296750.16,19296750.16,19296750.16,21418285.47,21418285.47,21418285.47,21418285.47,21418285.47,23663938.17,23663938.17,23663938.17,23663938.17,23663938.17,25650505.4,25650505.4,25650505.4,25650505.4,25650505.4,26528907.87,26528907.87,26528907.87,26528907.87,26528907.87
31035,11214675.69,11214675.69,11214675.69,11214675.69,11872060.01,11872060.01,11872060.01,11872060.01,11872060.01,12552180.49,12552180.49,12552180.49,12552180.49,12552180.49,13268517.48,13268517.48,13268517.48,13268517.48,13268517.48,14119667.51,14119667.51,14119667.51,14119667.51,14119667.51
31036,6391916.259,6391916.259,6391916.259,6391916.259,6679459,6679459,6679459,6679459,6679459,6975917.561,6975917.561,6975917.561,6975917.561,6975917.561,7269738.125,7269738.125,7269738.125,7269738.125,7269738.125,7550401.204,7550401.204,7550401.204,7550401.204,7550401.204
31037,26204074.11,26204074.11,26204074.11,26204074.11,27483257.87,27483257.87,27483257.87,27483257.87,27483257.87,28821640.32,28821640.32,28821640.32,28821640.32,28821640.32,30215324.27,30215324.27,30215324.27,30215324.27,30215324.27,31733665.62,31733665.62,31733665.62,31733665.62,31733665.62
31038,3787875.149,3787875.149,3787875.149,3787875.149,4110081.439,4110081.439,4110081.439,4110081.439,4110081.439,4445357.392,4445357.392,4445357.392,4445357.392,4445357.392,4774858.588,4774858.588,4774858.588,4774858.588,4774858.588,5057098.765,5057098.765,5057098.765,5057098.765,5057098.765
31039,31190595.04,31190595.04,31190595.04,31190595.04,32714620.52,32714620.52,32714620.52,32714620.52,32714620.52,34332435.24,34332435.24,34332435.24,34332435.24,34332435.24,35881756.82,35881756.82,35881756.82,35881756.82,35881756.82,37106778.52,37106778.52,37106778.52,37106778.52,37106778.52
31040,21106746.17,21106746.17,21106746.17,21106746.17,22294223.22,22294223.22,22294223.22,22294223.22,22294223.22,23535710.05,23535710.05,23535710.05,23535710.05,23535710.05,24803941.22,24803941.22,24803941.22,24803941.22,24803941.22,26175980.48,26175980.48,26175980.48,26175980.48,26175980.48
31041,13195329.33,13195329.33,13195329.33,13195329.33,13962933.39,13962933.39,13962933.39,13962933.39,13962933.39,14768779.07,14768779.07,14768779.07,14768779.07,14768779.07,15559800.43,15559800.43,15559800.43,15559800.43,15559800.43,16309189.99,16309189.99,16309189.99,16309189.99,16309189.99
31042,10275483.16,10275483.16,10275483.16,10275483.16,11043803.98,11043803.98,11043803.98,11043803.98,11043803.98,11859976.28,11859976.28,11859976.28,11859976.28,11859976.28,12631752.06,12631752.06,12631752.06,12631752.06,12631752.06,13194273.21,13194273.21,13194273.21,13194273.21,13194273.21
31043,42813572.31,42813572.31,42813572.31,42813572.31,47294639.37,47294639.37,47294639.37,47294639.37,47294639.37,52070827.48,52070827.48,52070827.48,52070827.48,52070827.48,56432277.67,56432277.67,56432277.67,56432277.67,56432277.67,58554222.4,58554222.4,58554222.4,58554222.4,58554222.4
31044,17473780.18,17473780.18,17473780.18,17473780.18,19214259.45,19214259.45,19214259.45,19214259.45,19214259.45,21080672.89,21080672.89,21080672.89,21080672.89,21080672.89,22750566.83,22750566.83,22750566.83,22750566.83,22750566.83,23601192.72,23601192.72,23601192.72,23601192.72,23601192.72
31045,10443059.87,10443059.87,10443059.87,10443059.87,11401863.79,11401863.79,11401863.79,11401863.79,11401863.79,12428290.71,12428290.71,12428290.71,12428290.71,12428290.71,13353952.5,13353952.5,13353952.5,13353952.5,13353952.5,13837388.46,13837388.46,13837388.46,13837388.46,13837388.46
31046,12220163.13,12220163.13,12220163.13,12220163.13,13433914.65,13433914.65,13433914.65,13433914.65,13433914.65,14712507.73,14712507.73,14712507.73,14712507.73,14712507.73,15882336.76,15882336.76,15882336.76,15882336.76,15882336.76,16484660.5,16484660.5,16484660.5,16484660.5,16484660.5
31047,24384387.84,24384387.84,24384387.84,24384387.84,26188094.09,26188094.09,26188094.09,26188094.09,26188094.09,28104721.33,28104721.33,28104721.33,28104721.33,28104721.33,29915852.69,29915852.69,29915852.69,29915852.69,29915852.69,31292988.07,31292988.07,31292988.07,31292988.07,31292988.07
31048,27019396.36,27019396.36,27019396.36,27019396.36,29609507.47,29609507.47,29609507.47,29609507.47,29609507.47,32346630.45,32346630.45,32346630.45,32346630.45,32346630.45,34990024.37,34990024.37,34990024.37,34990024.37,34990024.37,37084358.1,37084358.1,37084358.1,37084358.1,37084358.1
31049,22819744.39,22819744.39,22819744.39,22819744.39,25057497.45,25057497.45,25057497.45,25057497.45,25057497.45,27411161.59,27411161.59,27411161.59,27411161.59,27411161.59,29634033.26,29634033.26,29634033.26,29634033.26,29634033.26,31190065.96,31190065.96,31190065.96,31190065.96,31190065.96
31050,38200952.97,38200952.97,38200952.97,38200952.97,41688237.62,41688237.62,41688237.62,41688237.62,41688237.62,45435452.47,45435452.47,45435452.47,45435452.47,45435452.47,48995745.03,48995745.03,48995745.03,48995745.03,48995745.03,51542246.53,51542246.53,51542246.53,51542246.53,51542246.53
31051,31740122.92,31740122.92,31740122.92,31740122.92,34602967.85,34602967.85,34602967.85,34602967.85,34602967.85,37656259.14,37656259.14,37656259.14,37656259.14,37656259.14,40574625.37,40574625.37,40574625.37,40574625.37,40574625.37,42755086.53,42755086.53,42755086.53,42755086.53,42755086.53
31052,29276393.86,29276393.86,29276393.86,29276393.86,33324591.17,33324591.17,33324591.17,33324591.17,33324591.17,37641116.87,37641116.87,37641116.87,37641116.87,37641116.87,41730336.89,41730336.89,41730336.89,41730336.89,41730336.89,44370177.4,44370177.4,44370177.4,44370177.4,44370177.4
31053,12894070.13,12894070.13,12894070.13,12894070.13,14205178.98,14205178.98,14205178.98,14205178.98,14205178.98,15582785.35,15582785.35,15582785.35,15582785.35,15582785.35,16925975.17,16925975.17,16925975.17,16925975.17,16925975.17,17962330.98,17962330.98,17962330.98,17962330.98,17962330.98
31054,16080792.55,16080792.55,16080792.55,16080792.55,17610928.64,17610928.64,17610928.64,17610928.64,17610928.64,19232976.43,19232976.43,19232976.43,19232976.43,19232976.43,20738750.32,20738750.32,20738750.32,20738750.32,20738750.32,21639424.52,21639424.52,21639424.52,21639424.52,21639424.52
31055,6615113.333,6615113.333,6615113.333,6615113.333,7228933.325,7228933.325,7228933.325,7228933.325,7228933.325,7876175.933,7876175.933,7876175.933,7876175.933,7876175.933,8472459.357,8472459.357,8472459.357,8472459.357,8472459.357,8858016.918,8858016.918,8858016.918,8858016.918,8858016.918
31056,13107016.23,13107016.23,13107016.23,13107016.23,14379953.97,14379953.97,14379953.97,14379953.97,14379953.97,15716651.74,15716651.74,15716651.74,15716651.74,15716651.74,16961646.93,16961646.93,16961646.93,16961646.93,16961646.93,17753700.38,17753700.38,17753700.38,17753700.38,17753700.38
31057,13662423.85,13662423.85,13662423.85,13662423.85,14882351.15,14882351.15,14882351.15,14882351.15,14882351.15,16187749.65,16187749.65,16187749.65,16187749.65,16187749.65,17391307.56,17391307.56,17391307.56,17391307.56,17391307.56,18051733.26,18051733.26,18051733.26,18051733.26,18051733.26
31058,15693352.37,15693352.37,15693352.37,15693352.37,17420341.94,17420341.94,17420341.94,17420341.94,17420341.94,19221881.96,19221881.96,19221881.96,19221881.96,19221881.96,20840216.22,20840216.22,20840216.22,20840216.22,20840216.22,21650656.72,21650656.72,21650656.72,21650656.72,21650656.72
31059,20027743.89,20027743.89,20027743.89,20027743.89,21613374.25,21613374.25,21613374.25,21613374.25,21613374.25,23279060.99,23279060.99,23279060.99,23279060.99,23279060.99,24802500.48,24802500.48,24802500.48,24802500.48,24802500.48,25667180.87,25667180.87,25667180.87,25667180.87,25667180.87
31060,14820235.4,14820235.4,14820235.4,14820235.4,15798952.93,15798952.93,15798952.93,15798952.93,15798952.93,16818130.59,16818130.59,16818130.59,16818130.59,16818130.59,17788413.29,17788413.29,17788413.29,17788413.29,17788413.29,18544782.65,18544782.65,18544782.65,18544782.65,18544782.65
31061,25189289.85,25189289.85,25189289.85,25189289.85,26458977.51,26458977.51,26458977.51,26458977.51,26458977.51,27765967.28,27765967.28,27765967.28,27765967.28,27765967.28,29079016.09,29079016.09,29079016.09,29079016.09,29079016.09,30413689.08,30413689.08,30413689.08,30413689.08,30413689.08
31062,20103662.05,20103662.05,20103662.05,20103662.05,21677305.43,21677305.43,21677305.43,21677305.43,21677305.43,23307166.22,23307166.22,23307166.22,23307166.22,23307166.22,24842717.61,24842717.61,24842717.61,24842717.61,24842717.61,25963679.89,25963679.89,25963679.89,25963679.89,25963679.89
31063,20583073.84,20583073.84,20583073.84,20583073.84,22065803.62,22065803.62,22065803.62,22065803.62,22065803.62,23621289.75,23621289.75,23621289.75,23621289.75,23621289.75,25073173.93,25073173.93,25073173.93,25073173.93,25073173.93,26078964.42,26078964.42,26078964.42,26078964.42,26078964.42
31064,20292177.04,20292177.04,20292177.04,20292177.04,22558773.36,22558773.36,22558773.36,22558773.36,22558773.36,24953836.21,24953836.21,24953836.21,24953836.21,24953836.21,27135610.45,27135610.45,27135610.45,27135610.45,27135610.45,28346903.8,28346903.8,28346903.8,28346903.8,28346903.8
31065,46227095.53,46227095.53,46227095.53,46227095.53,49983874.14,49983874.14,49983874.14,49983874.14,49983874.14,53917082.26,53917082.26,53917082.26,53917082.26,53917082.26,57463461.5,57463461.5,57463461.5,57463461.5,57463461.5,59328602.51,59328602.51,59328602.51,59328602.51,59328602.51
31066,13105786.25,13105786.25,13105786.25,13105786.25,14147488.23,14147488.23,14147488.23,14147488.23,14147488.23,15232546.09,15232546.09,15232546.09,15232546.09,15232546.09,16233774.31,16233774.31,16233774.31,16233774.31,16233774.31,16876713.68,16876713.68,16876713.68,16876713.68,16876713.68
32001,7277720.071,7277720.071,7277720.071,7277720.071,7699379.588,7699379.588,7699379.588,7699379.588,7699379.588,8149732.773,8149732.773,8149732.773,8149732.773,8149732.773,8582854.267,8582854.267,8582854.267,8582854.267,8582854.267,8975841.922,8975841.922,8975841.922,8975841.922,8975841.922
32002,12035096.74,12035096.74,12035096.74,12035096.74,12677032.85,12677032.85,12677032.85,12677032.85,12677032.85,13362681.09,13362681.09,13362681.09,13362681.09,13362681.09,14040301.15,14040301.15,14040301.15,14040301.15,14040301.15,14651669,14651669,14651669,14651669,14651669
32003,15279051.5,15279051.5,15279051.5,15279051.5,16022384.62,16022384.62,16022384.62,16022384.62,16022384.62,16810126.87,16810126.87,16810126.87,16810126.87,16810126.87,17603526.15,17603526.15,17603526.15,17603526.15,17603526.15,18419081.97,18419081.97,18419081.97,18419081.97,18419081.97
32004,4299993.557,4299993.557,4299993.557,4299993.557,4545328.114,4545328.114,4545328.114,4545328.114,4545328.114,4802080.384,4802080.384,4802080.384,4802080.384,4802080.384,5064113.784,5064113.784,5064113.784,5064113.784,5064113.784,5342353.541,5342353.541,5342353.541,5342353.541,5342353.541
32005,14462878.56,14462878.56,14462878.56,14462878.56,15346378.15,15346378.15,15346378.15,15346378.15,15346378.15,16298372.46,16298372.46,16298372.46,16298372.46,16298372.46,17265218.13,17265218.13,17265218.13,17265218.13,17265218.13,18259253.9,18259253.9,18259253.9,18259253.9,18259253.9
32006,24293020.56,24293020.56,24293020.56,24293020.56,26134745.9,26134745.9,26134745.9,26134745.9,26134745.9,28131402.53,28131402.53,28131402.53,28131402.53,28131402.53,30026856,30026856,30026856,30026856,30026856,31556547.29,31556547.29,31556547.29,31556547.29,31556547.29
32007,16234499.9,16234499.9,16234499.9,16234499.9,17038046.56,17038046.56,17038046.56,17038046.56,17038046.56,17872531.78,17872531.78,17872531.78,17872531.78,17872531.78,18692959.59,18692959.59,18692959.59,18692959.59,18692959.59,19458483.16,19458483.16,19458483.16,19458483.16,19458483.16
32008,13022924.26,13022924.26,13022924.26,13022924.26,13670079.35,13670079.35,13670079.35,13670079.35,13670079.35,14333435.53,14333435.53,14333435.53,14333435.53,14333435.53,15002128.09,15002128.09,15002128.09,15002128.09,15002128.09,15668668.57,15668668.57,15668668.57,15668668.57,15668668.57
32009,79525176.2,79525176.2,79525176.2,79525176.2,83162492.59,83162492.59,83162492.59,83162492.59,83162492.59,87067620.93,87067620.93,87067620.93,87067620.93,87067620.93,90719704.22,90719704.22,90719704.22,90719704.22,90719704.22,93223850.89,93223850.89,93223850.89,93223850.89,93223850.89
32010,15865286.69,15865286.69,15865286.69,15865286.69,16830992.03,16830992.03,16830992.03,16830992.03,16830992.03,17838647.86,17838647.86,17838647.86,17838647.86,17838647.86,18833832.55,18833832.55,18833832.55,18833832.55,18833832.55,19706931.61,19706931.61,19706931.61,19706931.61,19706931.61
32011,12999296.27,12999296.27,12999296.27,12999296.27,13545003.84,13545003.84,13545003.84,13545003.84,13545003.84,14115762.24,14115762.24,14115762.24,14115762.24,14115762.24,14688083.32,14688083.32,14688083.32,14688083.32,14688083.32,15242203.27,15242203.27,15242203.27,15242203.27,15242203.27
32012,20701393.85,20701393.85,20701393.85,20701393.85,22283685.98,22283685.98,22283685.98,22283685.98,22283685.98,23955631.88,23955631.88,23955631.88,23955631.88,23955631.88,25531060.11,25531060.11,25531060.11,25531060.11,25531060.11,26579792.37,26579792.37,26579792.37,26579792.37,26579792.37
32013,7228531.855,7228531.855,7228531.855,7228531.855,7606268.31,7606268.31,7606268.31,7606268.31,7606268.31,7997575.141,7997575.141,7997575.141,7997575.141,7997575.141,8413399.067,8413399.067,8413399.067,8413399.067,8413399.067,8893401.384,8893401.384,8893401.384,8893401.384,8893401.384
33001,11302104.58,11302104.58,11302104.58,11302104.58,12081986.84,12081986.84,12081986.84,12081986.84,12081986.84,12896788.5,12896788.5,12896788.5,12896788.5,12896788.5,13645535.28,13645535.28,13645535.28,13645535.28,13645535.28,14094674.76,14094674.76,14094674.76,14094674.76,14094674.76
33002,8261979.702,8261979.702,8261979.702,8261979.702,8932375.957,8932375.957,8932375.957,8932375.957,8932375.957,9638870.463,9638870.463,9638870.463,9638870.463,9638870.463,10277833.44,10277833.44,10277833.44,10277833.44,10277833.44,10658551.92,10658551.92,10658551.92,10658551.92,10658551.92
33003,40316472.56,40316472.56,40316472.56,40316472.56,42757478.44,42757478.44,42757478.44,42757478.44,42757478.44,45360739.23,45360739.23,45360739.23,45360739.23,45360739.23,48015353.15,48015353.15,48015353.15,48015353.15,48015353.15,50751997.98,50751997.98,50751997.98,50751997.98,50751997.98
33004,13530890.29,13530890.29,13530890.29,13530890.29,15364768.69,15364768.69,15364768.69,15364768.69,15364768.69,17432183.41,17432183.41,17432183.41,17432183.41,17432183.41,19369138.09,19369138.09,19369138.09,19369138.09,19369138.09,20382443.58,20382443.58,20382443.58,20382443.58,20382443.58
33005,9989929.875,9989929.875,9989929.875,9989929.875,10664897.84,10664897.84,10664897.84,10664897.84,10664897.84,11376917,11376917,11376917,11376917,11376917,12028726.68,12028726.68,12028726.68,12028726.68,12028726.68,12417620.4,12417620.4,12417620.4,12417620.4,12417620.4
33006,4591372.38,4591372.38,4591372.38,4591372.38,4906452.475,4906452.475,4906452.475,4906452.475,4906452.475,5232120.831,5232120.831,5232120.831,5232120.831,5232120.831,5536429.773,5536429.773,5536429.773,5536429.773,5536429.773,5734605.463,5734605.463,5734605.463,5734605.463,5734605.463
33007,16357972.04,16357972.04,16357972.04,16357972.04,17291564.66,17291564.66,17291564.66,17291564.66,17291564.66,18264279.04,18264279.04,18264279.04,18264279.04,18264279.04,19206763.25,19206763.25,19206763.25,19206763.25,19206763.25,19946211.95,19946211.95,19946211.95,19946211.95,19946211.95
33008,2480398.031,2480398.031,2480398.031,2480398.031,2596346.957,2596346.957,2596346.957,2596346.957,2596346.957,2715072.855,2715072.855,2715072.855,2715072.855,2715072.855,2831472.306,2831472.306,2831472.306,2831472.306,2831472.306,2932028.573,2932028.573,2932028.573,2932028.573,2932028.573
33009,10149026.36,10149026.36,10149026.36,10149026.36,11834277.36,11834277.36,11834277.36,11834277.36,11834277.36,13681486.93,13681486.93,13681486.93,13681486.93,13681486.93,15363957.68,15363957.68,15363957.68,15363957.68,15363957.68,15994351.07,15994351.07,15994351.07,15994351.07,15994351.07
33010,48355201.25,48355201.25,48355201.25,48355201.25,52531233.17,52531233.17,52531233.17,52531233.17,52531233.17,56917210.22,56917210.22,56917210.22,56917210.22,56917210.22,61073866.16,61073866.16,61073866.16,61073866.16,61073866.16,63875396.44,63875396.44,63875396.44,63875396.44,63875396.44
33011,38434145.6,38434145.6,38434145.6,38434145.6,41778297.81,41778297.81,41778297.81,41778297.81,41778297.81,45407503.33,45407503.33,45407503.33,45407503.33,45407503.33,48749393.8,48749393.8,48749393.8,48749393.8,48749393.8,50395090.86,50395090.86,50395090.86,50395090.86,50395090.86
33012,9988222.937,9988222.937,9988222.937,9988222.937,10676789.75,10676789.75,10676789.75,10676789.75,10676789.75,11389830.33,11389830.33,11389830.33,11389830.33,11389830.33,12050959.99,12050959.99,12050959.99,12050959.99,12050959.99,12446201.93,12446201.93,12446201.93,12446201.93,12446201.93
33013,8541718.208,8541718.208,8541718.208,8541718.208,9712411.286,9712411.286,9712411.286,9712411.286,9712411.286,10956716.99,10956716.99,10956716.99,10956716.99,10956716.99,12073841.26,12073841.26,12073841.26,12073841.26,12073841.26,12514436.2,12514436.2,12514436.2,12514436.2,12514436.2
33014,10066912.82,10066912.82,10066912.82,10066912.82,10848326.75,10848326.75,10848326.75,10848326.75,10848326.75,11658901.92,11658901.92,11658901.92,11658901.92,11658901.92,12414530.93,12414530.93,12414530.93,12414530.93,12414530.93,12875432.62,12875432.62,12875432.62,12875432.62,12875432.62
33015,23535432.25,23535432.25,23535432.25,23535432.25,25077236.33,25077236.33,25077236.33,25077236.33,25077236.33,26665917.94,26665917.94,26665917.94,26665917.94,26665917.94,28161177.31,28161177.31,28161177.31,28161177.31,28161177.31,29197101.07,29197101.07,29197101.07,29197101.07,29197101.07
33016,6816279.463,6816279.463,6816279.463,6816279.463,7488759.753,7488759.753,7488759.753,7488759.753,7488759.753,8197337.302,8197337.302,8197337.302,8197337.302,8197337.302,8844393.451,8844393.451,8844393.451,8844393.451,8844393.451,9174730.969,9174730.969,9174730.969,9174730.969,9174730.969
33017,14025439.33,14025439.33,14025439.33,14025439.33,16231273.89,16231273.89,16231273.89,16231273.89,16231273.89,18602476.58,18602476.58,18602476.58,18602476.58,18602476.58,20747092.83,20747092.83,20747092.83,20747092.83,20747092.83,21584738.67,21584738.67,21584738.67,21584738.67,21584738.67
33018,404174927.2,404174927.2,404174927.2,404174927.2,430305859.3,430305859.3,430305859.3,430305859.3,430305859.3,457889938.8,457889938.8,457889938.8,457889938.8,457889938.8,482904426.6,482904426.6,482904426.6,482904426.6,482904426.6,493541587.8,493541587.8,493541587.8,493541587.8,493541587.8
35001,17959272.09,17959272.09,17959272.09,17959272.09,19157931.35,19157931.35,19157931.35,19157931.35,19157931.35,20444133.1,20444133.1,20444133.1,20444133.1,20444133.1,21707770.4,21707770.4,21707770.4,21707770.4,21707770.4,22818944.89,22818944.89,22818944.89,22818944.89,22818944.89
35002,11720023.35,11720023.35,11720023.35,11720023.35,12688947.42,12688947.42,12688947.42,12688947.42,12688947.42,13734022.51,13734022.51,13734022.51,13734022.51,13734022.51,14716002.96,14716002.96,14716002.96,14716002.96,14716002.96,15419740.69,15419740.69,15419740.69,15419740.69,15419740.69
35003,13346428.1,13346428.1,13346428.1,13346428.1,14599913.92,14599913.92,14599913.92,14599913.92,14599913.92,15993410.59,15993410.59,15993410.59,15993410.59,15993410.59,17391785.72,17391785.72,17391785.72,17391785.72,17391785.72,18709568.18,18709568.18,18709568.18,18709568.18,18709568.18
35004,62702132.21,62702132.21,62702132.21,62702132.21,68968341.11,68968341.11,68968341.11,68968341.11,68968341.11,75879225.01,75879225.01,75879225.01,75879225.01,75879225.01,82811417.93,82811417.93,82811417.93,82811417.93,82811417.93,88966743.11,88966743.11,88966743.11,88966743.11,88966743.11
35005,16879100.88,16879100.88,16879100.88,16879100.88,18198785.7,18198785.7,18198785.7,18198785.7,18198785.7,19606577.62,19606577.62,19606577.62,19606577.62,19606577.62,21055736.76,21055736.76,21055736.76,21055736.76,21055736.76,22532224.84,22532224.84,22532224.84,22532224.84,22532224.84
35006,5008086.949,5008086.949,5008086.949,5008086.949,5310255.494,5310255.494,5310255.494,5310255.494,5310255.494,5627754.471,5627754.471,5627754.471,5627754.471,5627754.471,5939886.549,5939886.549,5939886.549,5939886.549,5939886.549,6225614.847,6225614.847,6225614.847,6225614.847,6225614.847
35007,6750082.486,6750082.486,6750082.486,6750082.486,7321061.843,7321061.843,7321061.843,7321061.843,7321061.843,7939164.443,7939164.443,7939164.443,7939164.443,7939164.443,8553922.718,8553922.718,8553922.718,8553922.718,8553922.718,8997770.882,8997770.882,8997770.882,8997770.882,8997770.882
35008,7514761.639,7514761.639,7514761.639,7514761.639,8427855.435,8427855.435,8427855.435,8427855.435,8427855.435,9412222.855,9412222.855,9412222.855,9412222.855,9412222.855,10381004.77,10381004.77,10381004.77,10381004.77,10381004.77,11189799.12,11189799.12,11189799.12,11189799.12,11189799.12
35009,11167461.97,11167461.97,11167461.97,11167461.97,12215079.3,12215079.3,12215079.3,12215079.3,12215079.3,13339245.56,13339245.56,13339245.56,13339245.56,13339245.56,14532940.73,14532940.73,14532940.73,14532940.73,14532940.73,15878570.33,15878570.33,15878570.33,15878570.33,15878570.33
35010,16518532.44,16518532.44,16518532.44,16518532.44,18001321.43,18001321.43,18001321.43,18001321.43,18001321.43,19609417.45,19609417.45,19609417.45,19609417.45,19609417.45,21119055.75,21119055.75,21119055.75,21119055.75,21119055.75,22102266.51,22102266.51,22102266.51,22102266.51,22102266.51
35011,7664199.624,7664199.624,7664199.624,7664199.624,8105713.482,8105713.482,8105713.482,8105713.482,8105713.482,8561617.659,8561617.659,8561617.659,8561617.659,8561617.659,8990807.243,8990807.243,8990807.243,8990807.243,8990807.243,9289397.949,9289397.949,9289397.949,9289397.949,9289397.949
35012,29086029.86,29086029.86,29086029.86,29086029.86,30892759.53,30892759.53,30892759.53,30892759.53,30892759.53,32868096.49,32868096.49,32868096.49,32868096.49,32868096.49,34744596.76,34744596.76,34744596.76,34744596.76,34744596.76,36000598.38,36000598.38,36000598.38,36000598.38,36000598.38
35013,33201954,33201954,33201954,33201954,35847221.84,35847221.84,35847221.84,35847221.84,35847221.84,38722170.91,38722170.91,38722170.91,38722170.91,38722170.91,41611387.55,41611387.55,41611387.55,41611387.55,41611387.55,44055870.42,44055870.42,44055870.42,44055870.42,44055870.42
35014,64922905.04,64922905.04,64922905.04,64922905.04,72167402.09,72167402.09,72167402.09,72167402.09,72167402.09,80153387.29,80153387.29,80153387.29,80153387.29,80153387.29,87538057.65,87538057.65,87538057.65,87538057.65,87538057.65,90989833.27,90989833.27,90989833.27,90989833.27,90989833.27
35015,9110577.463,9110577.463,9110577.463,9110577.463,10010377.87,10010377.87,10010377.87,10010377.87,10010377.87,10972940.06,10972940.06,10972940.06,10972940.06,10972940.06,11910854.88,11910854.88,11910854.88,11910854.88,11910854.88,12560165.98,12560165.98,12560165.98,12560165.98,12560165.98
35016,18509520.91,18509520.91,18509520.91,18509520.91,19852048.29,19852048.29,19852048.29,19852048.29,19852048.29,21295652.64,21295652.64,21295652.64,21295652.64,21295652.64,22724670.16,22724670.16,22724670.16,22724670.16,22724670.16,23939206.08,23939206.08,23939206.08,23939206.08,23939206.08
35017,21791103.56,21791103.56,21791103.56,21791103.56,23656211.28,23656211.28,23656211.28,23656211.28,23656211.28,25655519.82,25655519.82,25655519.82,25655519.82,25655519.82,27545188.05,27545188.05,27545188.05,27545188.05,27545188.05,28734397.35,28734397.35,28734397.35,28734397.35,28734397.35
35018,21618607.17,21618607.17,21618607.17,21618607.17,23786153.36,23786153.36,23786153.36,23786153.36,23786153.36,26137430.19,26137430.19,26137430.19,26137430.19,26137430.19,28494192.68,28494192.68,28494192.68,28494192.68,28494192.68,30430971.58,30430971.58,30430971.58,30430971.58,30430971.58
35019,13300083.8,13300083.8,13300083.8,13300083.8,14443874.82,14443874.82,14443874.82,14443874.82,14443874.82,15668274.68,15668274.68,15668274.68,15668274.68,15668274.68,16856189.73,16856189.73,16856189.73,16856189.73,16856189.73,17676943.25,17676943.25,17676943.25,17676943.25,17676943.25
35020,44298022.84,44298022.84,44298022.84,44298022.84,47631782.47,47631782.47,47631782.47,47631782.47,47631782.47,51180789.08,51180789.08,51180789.08,51180789.08,51180789.08,54587674.96,54587674.96,54587674.96,54587674.96,54587674.96,57037204.62,57037204.62,57037204.62,57037204.62,57037204.62
35021,26810224.1,26810224.1,26810224.1,26810224.1,29801422.68,29801422.68,29801422.68,29801422.68,29801422.68,33027639.37,33027639.37,33027639.37,33027639.37,33027639.37,36033909.49,36033909.49,36033909.49,36033909.49,36033909.49,37763355.62,37763355.62,37763355.62,37763355.62,37763355.62
35022,18210122.64,18210122.64,18210122.64,18210122.64,19525692.24,19525692.24,19525692.24,19525692.24,19525692.24,20953206.62,20953206.62,20953206.62,20953206.62,20953206.62,22389677,22389677,22389677,22389677,22389677,23782943.24,23782943.24,23782943.24,23782943.24,23782943.24
35023,20608632.95,20608632.95,20608632.95,20608632.95,22671014.78,22671014.78,22671014.78,22671014.78,22671014.78,24879513.37,24879513.37,24879513.37,24879513.37,24879513.37,26946319.83,26946319.83,26946319.83,26946319.83,26946319.83,28099382.57,28099382.57,28099382.57,28099382.57,28099382.57
35024,40810462.44,40810462.44,40810462.44,40810462.44,45091829.45,45091829.45,45091829.45,45091829.45,45091829.45,49757150.58,49757150.58,49757150.58,49757150.58,49757150.58,54216181.75,54216181.75,54216181.75,54216181.75,54216181.75,57007785.27,57007785.27,57007785.27,57007785.27,57007785.27
35025,23762692.42,23762692.42,23762692.42,23762692.42,26186455.22,26186455.22,26186455.22,26186455.22,26186455.22,28859549,28859549,28859549,28859549,28859549,31398207.47,31398207.47,31398207.47,31398207.47,31398207.47,32932677.4,32932677.4,32932677.4,32932677.4,32932677.4
