Year,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
23010,546.9589367,560.4700443,574.1106082,599.183938,614.8370363,634.6893754,671.327757,705.4147457,708.1728943,787.045246,821.2910943,858.029507,877.268574,877.941277,859.9384662,841.2568545,848.870325,856.3732545,862.8279499
23011,627.8765706,640.9642794,670.4932629,697.6803503,713.2621074,738.2178057,772.1541991,801.3502587,802.0077089,876.056104,909.6485546,954.0404276,974.3142533,981.6229596,960.4017426,939.5376253,947.889645,956.2825459,963.61783
23012,1108.418684,1131.83807,1158.404844,1207.838287,1238.910477,1275.23929,1327.507861,1382.186848,1383.963336,1492.574203,1541.145984,1596.139038,1628.954389,1630.998404,1599.055092,1564.316634,1578.705773,1592.858242,1605.426078
23013,1047.284502,1070.908554,1108.806334,1155.058623,1180.521977,1215.512702,1268.963885,1326.645423,1327.416679,1479.477111,1530.499017,1588.147434,1621.714443,1626.579096,1593.031127,1558.423548,1572.95446,1586.858904,1598.936384
23014,368.3058627,377.1281967,399.0807217,414.6142926,423.6842774,438.7081323,459.1681872,485.4890032,486.6427751,555.7528416,577.0569454,599.6548554,612.7593575,613.7501265,600.5232152,587.4772342,592.8839259,598.1847326,602.6933985
23015,1147.068108,1196.380773,1242.801099,1295.415574,1327.444793,1369.791738,1445.832164,1530.383469,1534.009799,1706.323539,1778.335389,1822.923302,1862.969126,1858.159775,1819.768836,1780.235524,1797.431396,1813.279469,1827.133854
23016,16645.37409,17327.76446,17552.27439,18268.71063,18675.92912,19258.46114,20076.08255,20967.61459,21085.87505,22949.01141,23706.32186,24152.21168,24656.37402,24775.64006,24260.82201,23733.77128,23972.38236,24186.05504,24371.15093
23017,1484.964582,1514.379663,1573.68391,1635.056805,1672.055428,1738.985068,1834.704385,1944.726496,1949.426861,2162.561929,2239.301907,2279.263827,2325.08885,2315.584046,2266.305769,2217.071758,2238.237674,2257.87244,2274.968045
23018,2124.192241,2166.029322,2218.924694,2304.921978,2358.082787,2429.818343,2532.112759,2647.473218,2645.850112,2830.739284,2928.855654,3002.718457,3066.513279,3076.868104,3010.973277,2945.561789,2972.603185,2998.694382,3022.009859
23019,2032.538865,2071.09931,2121.858757,2213.581008,2263.687273,2357.093391,2463.857697,2600.892931,2602.12242,2801.852906,2889.809106,2975.257803,3038.680416,3050.449066,2986.065304,2921.194925,2947.83534,2974.129432,2996.665388
23020,1547.136711,1579.259661,1610.509044,1672.982157,1709.530018,1775.50229,1866.226773,1955.245062,1963.262901,2100.119214,2172.42193,2219.524912,2264.69188,2269.886719,2221.659062,2173.394914,2193.882002,2213.070353,2230.018253
23021,1412.331374,1440.785217,1479.798067,1537.39524,1571.875119,1621.218678,1694.813345,1762.810139,1761.998043,1885.422013,1949.541451,2009.663481,2050.979234,2060.918995,2015.492232,1971.706938,1991.066642,2008.950309,2024.627146
23022,1155.080762,1195.161884,1248.538588,1311.381389,1345.604024,1386.072631,1455.8151,1566.804706,1572.718621,1736.570864,1793.441982,1850.079511,1890.095743,1895.201746,1855.596422,1815.284788,1832.883389,1849.366332,1864.503235
23023,3211.491053,3286.147365,3373.397737,3514.369376,3595.100069,3705.435742,3901.379608,4098.173378,4104.915344,4505.887613,4691.66696,4852.966932,4958.312774,4978.52664,4882.858885,4776.781905,4823.977834,4867.135997,4906.091912
23024,901.870628,944.9501169,964.674957,1003.438006,1025.580198,1054.137656,1103.868477,1165.2608,1164.875212,1249.818071,1294.101954,1323.134449,1349.803927,1355.068405,1328.49194,1299.631297,1311.859206,1323.398864,1333.405328
23025,361.5133449,368.3374222,381.0162946,395.5455075,404.0362557,415.7731046,434.9115841,452.5030255,456.112569,513.0034171,529.3348942,546.436691,557.6686837,566.4798144,554.3607336,542.3175993,547.2125634,551.9925683,556.2179811
23026,1721.919042,1754.740105,1804.98663,1873.438763,1916.149153,1968.463477,2051.817445,2134.775901,2136.020352,2297.517151,2363.885417,2424.635255,2473.688146,2482.493577,2428.461025,2375.704261,2398.082966,2419.395022,2438.574503
23027,692.5236366,708.9763115,755.1980095,788.4530862,808.0587069,831.7285607,869.4786714,904.2526656,904.4429029,969.8197809,1005.082189,1050.855112,1072.110753,1075.718557,1052.856793,1029.984147,1039.306216,1048.947224,1057.135432
23028,335.3177963,341.9030161,352.3632714,365.6485396,373.8619178,384.2695589,402.8161981,419.2639907,419.0862669,449.3669067,464.7676005,486.2603436,496.1667687,498.8688777,489.1234247,478.4975306,482.9753306,487.2095047,491.042414
23029,815.5341117,834.2609632,856.9770698,890.1519967,910.199421,941.9211956,989.3893135,1028.656529,1029.218329,1107.619239,1143.431758,1180.534819,1204.290791,1209.242436,1183.444363,1157.734786,1168.269644,1178.474703,1187.369968
23030,260.324249,265.8085093,282.7157282,293.6137537,300.6164433,308.8016943,321.98501,335.3674775,340.5859042,373.3092383,384.3273451,404.25775,415.9703158,417.3921038,408.1666984,399.299537,403.211841,406.7339721,409.8402347
23031,587.3893256,599.4090391,613.6107846,640.0362978,654.3707321,675.657134,709.0075193,738.0314315,743.7152696,821.8409393,853.3795112,883.1360294,901.4654312,904.7128178,886.2593657,867.0059461,876.2053758,884.0762601,890.9223139
23032,4195.055053,4295.304007,4395.693543,4572.105185,4676.299228,4833.087174,5055.820213,5320.11001,5375.656907,5857.996225,6091.104192,6292.561728,6422.14392,6445.682737,6308.431328,6171.384728,6261.655436,6318.06618,6370.181965
23033,739.4818959,756.718422,788.0459247,821.9988243,843.0736457,872.2350951,915.062392,951.3738397,957.1126771,1048.927277,1095.037928,1146.893475,1175.623714,1188.151219,1167.220467,1141.86335,1154.510519,1164.998816,1173.981211
24001,3389.545222,3450.631113,3496.242169,3632.264751,3716.732957,3839.734783,4015.361816,4247.001708,4261.304341,4575.518594,4737.197188,4902.22279,5009.961771,5056.358688,4955.537949,4847.882081,4906.935408,4951.179464,4991.519572
24002,1618.254368,1682.543732,1725.719503,1798.024253,1846.012074,1895.488533,1972.942179,2044.918527,2044.141436,2168.791725,2236.303661,2291.624419,2339.775766,2349.189733,2307.53729,2257.407524,2280.499676,2300.420264,2318.199844
24003,457.6650163,466.6410711,473.3642667,491.2215128,502.035012,515.6010864,536.740753,556.6824931,559.5873228,601.0338628,620.5283851,639.4745135,652.4102675,650.5130143,637.4364559,623.588552,629.8975642,635.5638874,640.4159282
24004,1501.442162,1534.884905,1559.561151,1618.554062,1653.718921,1701.774384,1775.171732,1841.053534,1840.652811,1988.160496,2053.836165,2134.788299,2179.059954,2188.278215,2149.35983,2102.666362,2124.295217,2143.351818,2159.716785
24005,356.4738603,363.7827904,377.4564635,391.8261655,400.3689836,411.9240876,430.3950888,451.5926611,459.7459664,511.0493558,533.2528172,554.7413863,566.5014345,562.9711101,551.6587777,539.6743453,544.8991149,549.8243911,554.2681534
24006,768.2739077,782.4034419,801.9037029,832.0843944,850.0706281,873.4569385,909.8025683,944.4552158,944.7549483,1024.642623,1063.036922,1101.942966,1131.281557,1140.279158,1119.085925,1094.774505,1105.398694,1115.695959,1125.660016
24007,360.5471249,367.4226587,379.9253533,395.9755773,404.7128389,416.2180151,433.5881042,450.4857828,450.3155688,481.7827463,496.1311467,514.1948242,525.1612645,527.9455453,518.1756511,506.9186158,511.5640473,516.0326537,520.1856782
24008,863.4491644,890.9055953,954.5550711,995.0227966,1018.477961,1056.06888,1105.888495,1154.621945,1154.11272,1236.570376,1274.522476,1316.107697,1342.757044,1346.916528,1324.501763,1295.727812,1323.1866,1336.588893,1347.003935
24009,623.0008094,635.8303119,644.9644537,669.4231969,684.2328574,702.7302207,731.5320293,757.1839487,756.5699878,800.445729,831.3947468,863.3305477,881.0599908,883.0078483,864.8241457,846.036388,853.8146226,861.3519417,868.0085734
24010,447.9974709,455.9112668,462.6043713,479.9227687,490.1566514,503.4180937,524.0491535,542.0253763,541.6638388,573.1323969,592.4138103,621.4216364,634.0914665,636.6048697,624.2869752,610.7247351,616.3927217,621.8907858,627.4870729
24011,946.3693294,964.216721,981.6094208,1018.990679,1041.84118,1071.142823,1116.550285,1172.034974,1172.525159,1251.83695,1292.088359,1352.580474,1379.939621,1387.779601,1362.128637,1332.537267,1347.560641,1359.357045,1369.802344
24012,1200.894197,1223.128938,1251.850653,1299.693933,1329.011279,1365.491578,1422.297461,1483.04304,1482.039042,1575.164268,1622.470818,1697.15083,1732.903718,1741.864689,1709.043781,1671.9159,1688.833636,1703.704272,1717.460559
24013,393.5637074,400.6354466,412.3013214,427.7162364,436.8541831,448.3845472,467.7795652,486.9405063,486.5486807,521.0985621,545.6104984,566.9822314,580.6779863,582.3047305,572.891003,560.44531,566.8028583,572.1119272,576.5219572
24014,879.0314529,895.1439321,915.49061,949.9664327,970.3659327,996.9887623,1046.816562,1086.704531,1087.946839,1174.683046,1221.250062,1280.482422,1307.303834,1314.961587,1289.053829,1261.049958,1272.669848,1284.011956,1294.132445
24015,1085.099201,1105.430582,1152.253617,1195.786091,1221.727596,1255.281471,1307.150335,1357.554558,1356.817669,1460.204568,1508.374613,1578.685972,1612.587546,1621.470524,1589.511575,1554.980449,1569.288307,1584.2259,1596.319009
24016,388.4134181,405.2947842,423.5700158,439.8909933,449.4553561,461.6209686,480.4481008,497.2556778,496.9069622,527.2632754,543.1104059,559.5373863,573.6590118,579.1674083,568.6895127,556.3350932,561.7270007,567.2347534,571.9003125
24017,3141.647451,3221.760494,3320.982214,3451.620414,3527.73036,3652.787082,3811.511273,3977.370022,3987.478092,4487.738668,4626.044136,4766.105354,4884.940446,4882.897687,4796.924476,4692.714388,4802.967482,4846.804969,4888.025158
24018,5695.488975,5822.648358,5878.916255,6114.888531,6254.059835,6481.207234,6762.746953,7064.59799,7083.19781,7577.660014,7823.164506,7984.177185,8145.622032,8232.505471,8074.761469,7899.342469,7973.102112,8043.314925,8107.221569
24019,769.3607878,784.2366676,799.4498835,829.6292064,847.78417,874.5803684,910.0030493,951.848844,951.9725296,1038.026021,1070.992571,1108.077553,1131.22571,1137.608084,1126.440758,1101.969555,1116.651094,1130.3299,1139.815908
25001,1341.735991,1366.537939,1404.002356,1457.002893,1488.442361,1528.969707,1591.609037,1653.474435,1654.899151,1763.180272,1815.609645,1877.672265,1915.851074,1922.404533,1888.186389,1847.166751,1865.881747,1882.810596,1900.284792
25002,1358.707605,1383.50835,1421.3878,1475.069554,1507.122353,1553.713432,1621.985884,1698.934869,1718.960861,1853.695435,1930.290872,2004.305431,2049.206412,2055.713793,2018.273849,1974.428145,1994.43975,2012.484603,2029.302906
25003,1740.532159,1774.226592,1824.059786,1894.790982,1936.421268,1996.037514,2080.26395,2161.356803,2160.692463,2304.189327,2382.133459,2463.523617,2524.288789,2536.449889,2492.718868,2438.566145,2461.750772,2483.870906,2505.57088
25004,1284.168977,1307.930649,1329.094411,1379.008907,1408.490485,1446.10267,1506.815611,1560.551842,1560.520284,1662.249425,1723.040243,1794.880342,1832.362318,1846.953773,1814.077323,1774.667659,1791.131542,1808.026955,1822.755189
25005,678.3166573,690.4940181,704.1428675,730.4969362,746.1993613,767.0412502,798.7528309,827.8802069,828.3394205,891.7451443,925.9513022,958.3711634,981.1082506,984.0072553,966.7898122,945.7869182,955.0631577,963.8668812,973.8171003
25006,716.4996322,729.6515289,742.4150571,772.7418941,792.7638093,816.2572523,850.4918762,883.7121953,883.5429534,952.4669236,987.7812112,1031.926766,1057.35028,1061.05012,1043.194956,1020.532207,1029.839702,1039.612513,1049.054338
25007,729.5846851,743.793885,771.5436602,801.2445795,819.1133413,843.0400607,886.6137271,924.28323,927.1232543,1006.831172,1048.488902,1103.066748,1127.297648,1131.213507,1113.632455,1089.439504,1100.260627,1109.988511,1119.881027
25008,457.1190533,466.739291,476.4674706,494.5254026,505.8474677,520.5729105,541.6948625,561.1553389,560.7948226,596.0544381,615.8245727,639.6383942,654.1218499,652.9056406,644.6695019,630.6644666,637.642228,643.2833233,649.2468718
25009,511.40687,520.8167707,530.1841203,550.4067749,562.4199259,577.6922055,606.5650675,627.844464,627.4467641,670.6914049,699.1787747,730.9832355,748.9374256,751.903719,737.9611368,721.9294021,729.4419683,736.1135797,742.4510387
25010,1356.923221,1381.181383,1401.056379,1453.521565,1484.622126,1525.533135,1588.378532,1643.067378,1642.273184,1748.447208,1803.474265,1886.269359,1933.438038,1943.828199,1908.669227,1867.204599,1886.990258,1904.579826,1920.44761
25011,655.710578,669.5573211,689.0792954,715.1266157,730.6672337,750.1872262,780.8173653,808.0889307,807.7325113,855.1820644,882.1685898,910.2453966,929.1745281,932.7139009,920.2071041,900.2161856,908.6056318,916.5424735,923.6041825
25012,968.2869022,987.2492817,1005.607756,1043.400259,1065.749993,1095.582766,1140.489106,1184.398789,1184.638501,1268.336857,1307.736937,1357.541167,1389.850969,1394.546044,1371.46448,1341.670292,1356.056107,1369.8808,1381.941446
25013,523.147293,534.2948785,548.0006842,569.3967831,582.175397,599.2469533,630.3113256,652.4314006,652.2634867,702.9817187,725.1223712,767.3363375,785.8887128,787.5683782,773.9190142,757.1061203,764.2423992,771.3103592,777.5058896
25014,401.7283381,408.8519937,412.6819337,428.0947333,437.2419526,450.6574473,469.3199172,486.6891584,486.5795725,526.3321614,544.3545985,571.3768527,583.7568427,586.6848454,575.3740881,562.8744561,568.3308017,573.4126759,578.2404272
25015,614.6833436,625.8102678,638.9295271,662.7858148,677.1582823,695.2938406,723.7844079,749.2057875,749.1131748,796.8285552,821.7955746,868.5769428,897.4431888,907.8388617,888.4488683,869.1478862,876.9636845,884.6763151,891.7282713
25016,1057.440707,1076.954226,1099.945759,1142.817884,1168.069248,1199.71274,1250.533564,1302.887671,1302.348646,1395.44913,1435.697468,1480.901571,1511.158806,1515.349661,1492.637142,1460.210564,1475.507656,1488.491622,1502.203039
25017,3409.782338,3483.389654,3534.238792,3667.633481,3748.616852,3860.282709,4032.156364,4185.317904,4197.979089,4507.936121,4669.671331,4801.949367,4900.610099,4915.003997,4816.808665,4712.166596,4759.502714,4802.480875,4845.616381
25018,636.2441165,647.9774972,671.3303797,696.5081289,711.4123753,730.5754968,761.2577594,788.5627106,787.9571052,850.439197,879.3457699,911.2402175,932.491516,939.5623262,920.8471626,900.8423493,909.4137145,917.6106303,924.9486616
25019,224.8575008,228.9898729,236.8649199,245.7242737,250.9614061,257.9433656,268.3759522,278.2094005,278.0587061,295.913348,304.1312931,314.0482221,321.8554719,326.4771438,319.2018852,312.2674276,315.3705747,318.2878392,320.7884581
25020,1463.619409,1490.51848,1519.116017,1578.231733,1612.266,1665.433889,1738.047858,1811.049514,1814.6769,1981.87729,2059.604024,2136.448289,2184.121707,2195.056659,2228.094873,2179.690943,2222.531375,2248.506337,2269.834513
25021,915.8206167,933.3364217,953.4713401,989.2800981,1011.427527,1039.275964,1082.918243,1125.896005,1125.080208,1215.129991,1256.015106,1305.646426,1335.424891,1349.554651,1322.472962,1293.743091,1315.827776,1328.500308,1341.31929
25022,6203.413779,6361.106414,6433.075593,6680.947328,6823.421503,7052.583628,7351.487607,7642.311612,7646.529878,8238.319279,8488.323446,8651.747173,8834.49069,8894.687442,8721.688016,8532.214964,8638.726185,8718.905025,8797.398385
25023,838.5637481,855.0933723,869.7405352,905.0026665,924.6568449,949.5756285,988.306569,1030.030254,1034.153461,1128.498624,1172.387201,1220.794755,1249.687494,1271.463721,1254.006226,1226.763749,1249.733208,1263.679173,1275.997678
26001,2164.227848,2204.23932,2249.42341,2339.144325,2390.884466,2456.642375,2560.8767,2655.522528,2654.466187,2826.087979,2928.705494,3023.204955,3099.262359,3110.377399,3046.318742,2980.139396,3010.155972,3037.692698,3063.659448
26002,1639.75062,1670.573598,1702.380086,1769.159162,1808.662819,1856.621183,1936.486944,2002.619034,2001.897257,2161.733396,2254.848499,2354.612275,2403.891038,2412.4353,2362.048912,2310.734898,2335.719409,2359.073318,2378.28686
26003,2057.139248,2094.316027,2128.112726,2212.091549,2259.982972,2323.295138,2421.63311,2507.077611,2509.912273,2702.25069,2794.697677,2899.04054,2968.273445,2977.330192,2922.583039,2859.091779,2887.941349,2913.877415,2937.816411
26004,1685.182841,1716.03776,1740.055458,1805.481421,1845.053626,1894.654287,1973.067206,2040.333801,2039.927886,2188.182009,2261.360757,2349.661076,2401.16497,2412.090788,2361.345502,2310.046773,2332.17353,2353.796126,2373.954463
26005,4569.724174,4658.880741,4773.755299,4963.947655,5081.712958,5222.715408,5452.062015,5649.193589,5661.22807,6015.318227,6217.676657,6388.867064,6534.236642,6606.579897,6469.340209,6328.79792,6398.705469,6477.119488,6531.677898
26006,1753.202303,1786.700875,1819.059644,1888.093041,1931.457184,1982.488767,2063.838485,2141.254159,2140.430922,2261.5551,2323.985743,2396.479025,2445.740263,2463.012239,2410.235396,2357.874554,2380.199435,2401.200401,2419.884819
26007,935.0163689,952.3054821,965.9672004,1002.929106,1024.687875,1052.665583,1095.974064,1136.025761,1136.618097,1211.834074,1246.862228,1318.527854,1349.708937,1354.283101,1330.780434,1301.870077,1314.171173,1326.015303,1337.240619
26008,6508.694605,6636.37808,6758.905656,7021.690331,7192.470227,7391.594389,7720.838906,8018.392081,8052.235046,8743.877496,9067.717217,9373.601824,9584.309118,9607.916119,9415.562176,9211.015152,9310.099281,9404.549016,9508.336354
26009,1684.08761,1714.024586,1743.266152,1808.709057,1848.162154,1899.163633,1979.745045,2053.949153,2055.906169,2223.027351,2301.892973,2429.240839,2481.809141,2518.691897,2467.68396,2414.075115,2441.914613,2465.891238,2488.045792
26010,1078.094691,1097.676481,1130.689756,1173.174713,1198.20603,1232.65298,1283.282625,1332.534389,1331.799279,1429.806029,1480.089282,1543.223024,1575.63658,1578.491527,1546.351581,1512.758081,1527.51945,1541.154159,1555.367892
26011,2147.091501,2198.446747,2256.61395,2344.221144,2395.765693,2465.452508,2565.723863,2659.949619,2658.761232,2824.977061,2903.409145,3018.975261,3083.643654,3090.4376,3028.906191,2963.105148,3002.759965,3031.584545,3062.053052
26012,1150.500002,1171.916494,1199.54727,1244.784716,1272.220039,1307.522168,1360.21396,1416.415259,1416.418835,1529.149997,1585.030006,1641.882222,1677.973895,1680.132715,1647.344514,1611.557013,1626.550117,1641.363932,1655.769494
26013,4346.178528,4425.782151,4476.610115,4647.922458,4747.089251,4874.105214,5070.973874,5251.43726,5248.215096,5615.905806,5802.765819,6004.132761,6130.993498,6167.35748,6101.996917,5969.434971,6125.191495,6184.581885,6257.993236
26014,1520.661107,1551.024193,1573.030646,1634.795513,1675.367247,1724.92023,1795.442582,1874.074902,1879.783824,2052.727637,2152.465466,2232.932697,2281.613773,2291.780657,2250.468003,2201.578035,2224.873518,2245.804225,2264.220648
26015,3751.321878,3821.64926,3864.413086,4017.510639,4107.638487,4228.146783,4402.875251,4590.455784,4593.577702,4952.49746,5128.230755,5282.655296,5408.465593,5431.990352,5316.004789,5200.518002,5256.241134,5307.779276,5350.059017
26016,2080.919472,2131.523258,2167.414251,2248.760788,2296.87399,2359.711184,2456.573081,2559.677446,2557.541744,2802.292653,2883.083821,2953.028442,3016.999745,3061.349334,3004.608183,2939.335022,2969.263308,2995.392804,3019.010257
26017,14027.90271,14320.99079,14445.39633,14991.8284,15310.35517,15724.20294,16360.09236,16921.46606,16913.87912,18008.17811,18507.99201,18823.61506,19200.96104,19267.88761,18894.44074,18483.97121,18667.64098,18839.75449,18996.2242
26018,4065.863894,4152.40263,4201.508159,4386.611456,4486.728183,4706.050003,4915.217079,5303.18887,5332.908724,6060.584871,6351.923959,6522.620856,6669.329784,6678.531477,6535.675013,6393.691673,6490.708023,6550.036323,6613.50303
26019,1.239165016,3.718936962,3.797942985,4.021023948,4.151844395,4.269277456,4.441127363,4.620749163,4.616893819,4.847387234,4.975147849,5.038532969,5.138933908,4.968879083,4.852041199,4.746633627,4.788274655,4.830101038,4.866506673
27001,467.7861802,476.7065856,490.2302687,509.1003816,520.3688837,536.8847923,559.3836704,583.833603,583.5531693,621.9225238,641.8312776,677.0723109,694.06678,699.5026377,686.321873,671.4119689,678.8060406,685.1245772,692.2875083
27002,986.7386704,1006.20786,1044.725454,1086.293182,1110.554076,1142.037109,1191.216178,1248.046256,1247.616128,1325.974114,1379.091095,1449.996199,1481.787917,1501.915962,1475.571804,1443.515955,1457.457624,1470.498529,1482.123235
27003,983.0733209,1001.919336,1026.657775,1067.257587,1091.310868,1127.333505,1176.263756,1222.325763,1227.986147,1337.129152,1388.661451,1455.368075,1487.567701,1499.668495,1475.78223,1443.72181,1458.971644,1474.914277,1490.541338
27004,577.2952778,588.0449135,600.257842,623.656078,637.0746657,659.7511883,687.9483276,719.4830548,724.5835153,787.5123726,820.7401065,880.0588316,898.9024803,902.2220638,886.7793112,867.5145996,877.9608172,888.2216466,898.1855121
27005,1044.987049,1064.290002,1092.844385,1135.86151,1161.118208,1193.63626,1243.717146,1301.306887,1305.882451,1415.857618,1467.460587,1558.856107,1593.726057,1605.399986,1577.977753,1543.697204,1560.272147,1577.248935,1595.528224
27006,2824.966825,2876.428196,2930.1113,3053.762368,3132.737433,3271.999557,3438.173711,3610.461237,3629.869148,3990.8336,4136.099278,4395.946878,4520.346703,4551.775773,4493.972923,4396.344266,4442.980391,4483.866964,4520.297227
27007,216.5952332,223.8567957,228.379203,238.2231853,243.5311522,250.0619496,260.461793,270.2359987,270.1008839,293.8473433,305.501351,321.6005004,328.4896147,338.25411,332.7042946,325.4765076,337.0629327,340.5388553,343.5431878
27008,838.8816574,853.9440512,864.3260328,896.8843944,916.2726201,940.578628,978.5640858,1019.953945,1019.495791,1090.151622,1135.080638,1197.080413,1235.341901,1241.747679,1219.368733,1192.87873,1207.671589,1219.407467,1231.957934
27009,2020.334909,2057.017864,2076.526568,2159.136423,2207.200524,2269.648289,2367.738757,2462.518903,2462.191242,2652.687239,2759.189706,2856.094982,2918.377785,2932.995568,2894.499213,2831.618077,2926.746692,2954.624121,2980.416186
27010,496.7472443,505.5522593,514.0681909,533.6064143,545.6938886,567.0316843,591.7866202,615.6499304,616.5338987,679.5916684,701.6037989,726.4866663,742.7140402,753.9054492,737.9630237,721.9312548,728.6360943,735.0713323,740.7459613
27011,7808.47118,7963.83768,8047.804158,8390.398769,8593.275194,8840.011994,9207.542791,9562.527104,9580.200982,10324.99673,10653.89235,10921.77423,11162.91885,11245.55661,11028.23881,10788.65741,10933.70544,11038.84308,11132.43157
27012,2626.374124,2675.194419,2719.469259,2836.910485,2902.706988,3001.401814,3128.071419,3287.509767,3303.755537,3577.429229,3717.410354,3843.597812,3928.70726,4021.403748,4118.245383,4028.779161,4321.407944,4373.06323,4418.802214
27013,1066.179316,1087.672804,1106.251121,1149.911479,1174.963924,1206.257463,1255.89848,1302.339719,1303.655024,1392.15177,1444.380213,1502.243857,1539.194464,1575.143956,1603.659684,1568.821206,1643.13117,1659.961455,1677.01751
28001,1686.627403,1738.672698,1810.46778,1883.941884,1928.6527,1992.52891,2093.44235,2198.266463,2206.236853,2401.992675,2524.941997,2673.088164,2743.084461,2744.05189,2701.05057,2642.371982,2670.745457,2695.724435,2718.523551
28002,632.7427043,644.8559128,667.768062,697.7987641,714.9352937,737.5298107,770.0285355,807.5914015,809.5628257,885.101478,927.3371035,987.0746753,1017.216283,1030.582376,1014.905358,992.8571904,1005.730055,1015.541674,1024.826517
28003,705.233123,718.8015448,741.6097962,770.0406158,787.0102363,809.8725734,843.9700261,881.3093806,901.3643876,977.9665906,1052.693441,1125.576135,1152.608348,1158.304298,1140.936417,1116.150308,1128.181151,1138.621378,1148.357872
28004,1843.993105,1899.0691,1962.878458,2042.617685,2090.924931,2161.148306,2258.476152,2389.909253,2419.280164,2682.25056,2821.173318,3064.665859,3167.945509,3186.15831,3134.02351,3065.938864,3118.618907,3157.233302,3190.31486
28005,769.5583784,786.8505496,826.6350914,862.5580482,882.1304703,906.8590783,950.7777189,996.5263727,1009.970182,1078.513258,1130.256241,1193.231478,1222.643352,1230.741817,1207.463608,1181.232235,1197.969649,1211.057538,1222.223547
28006,971.8119591,991.3388039,1023.154311,1062.837367,1086.581704,1117.699038,1164.310316,1221.709271,1225.08638,1322.291097,1373.636203,1445.829332,1475.422712,1482.768569,1453.919826,1422.334352,1442.007869,1457.465745,1470.464493
28007,702.7690854,718.5606373,735.3223105,762.9490572,779.18381,800.085546,832.4977918,861.2810636,861.4429458,931.1004935,958.9343071,988.9212912,1013.461031,1022.823665,1008.868934,986.9519033,999.9977712,1009.642633,1018.582771
28008,679.2318795,734.0955905,785.421134,824.2624705,843.7460337,876.2887574,912.658733,970.2361439,994.3099862,1099.557998,1152.151097,1200.268053,1225.020543,1244.46884,1224.865358,1198.25595,1244.778199,1256.597667,1268.732793
28009,581.119325,595.4246935,615.6095711,649.5582535,663.8263124,683.5207218,715.3535959,753.7585788,765.5035068,822.7576989,855.959586,900.8097513,922.9439253,942.6904839,924.5955305,904.5092869,923.5826782,935.2738872,955.5773057
28010,1844.239879,1905.182135,1951.601627,2046.120106,2097.565298,2181.481196,2284.239205,2467.667975,2500.799569,2730.288586,2858.764959,3089.21085,3169.617837,3217.236379,3153.075199,3084.576665,3121.551043,3149.365018,3173.945039
28011,6550.144887,6677.641575,6785.944819,7088.718441,7251.22256,7515.139551,7849.191515,8185.994525,8273.352809,8993.714544,9326.145791,9549.233975,9753.095248,9809.307186,9613.332492,9404.489037,9498.836923,9586.24413,9667.766597
28012,1014.805618,1034.558058,1057.099589,1096.706178,1120.309909,1153.30957,1204.955801,1258.37975,1258.547895,1363.334561,1424.789289,1501.677328,1543.864232,1554.732273,1526.002792,1492.851361,1509.67902,1524.315986,1537.020479
28013,1085.072712,1117.829491,1160.96051,1207.935976,1233.941757,1274.885256,1328.794516,1389.610902,1396.11418,1547.865444,1603.755616,1662.443382,1709.859742,1713.849854,1680.115354,1643.615924,1666.942311,1682.763768,1697.343028
29001,7291.726338,7457.36743,7554.749951,7937.06766,8151.405522,8400.654144,8802.675738,9172.926231,9179.828625,9729.607686,10069.63222,10326.87513,10541.31876,10668.94122,10762.58283,10528.7725,10657.86209,10765.62239,10857.54734
29002,2486.208152,2532.180464,2566.136282,2663.071838,2720.10112,2798.064601,2914.043829,3020.178132,3021.534094,3204.502389,3313.365123,3376.589621,3448.016995,3476.229125,3420.846419,3346.530667,3382.137362,3416.324741,3444.734147
29003,5094.073566,5187.735415,5247.923012,5453.838041,5572.085593,5729.48464,5970.517371,6197.446127,6200.230474,6585.619194,6809.311133,6950.738722,7124.570458,7247.163772,7234.521586,7077.356143,7233.851253,7301.851768,7357.456667
29004,7710.12113,7856.344909,7954.826098,8258.132492,8437.575783,8666.85892,9026.345453,9344.036261,9337.951587,9838.504402,10137.81496,10311.18782,10542.07557,10592.75158,10401.71872,10175.74792,10337.99331,10439.21324,10530.40126
29005,2715.097717,2780.503288,2845.291657,2952.535304,3015.38347,3094.777607,3220.022502,3329.696481,3326.96864,3545.154762,3645.24284,3742.545669,3821.325569,3820.084788,3743.821526,3662.489377,3695.930415,3728.298586,3757.331305
29006,3820.301548,3893.134951,3941.685536,4093.700649,4183.148696,4299.259338,4475.901226,4636.103408,4635.0527,4908.622532,5054.53783,5142.913181,5246.667655,5275.039422,5167.572139,5055.309865,5129.569132,5177.177718,5221.796212
29007,2100.766466,2140.913043,2181.389323,2264.400289,2314.036814,2376.809423,2475.484311,2574.447357,2573.171936,2733.951692,2835.878956,2886.798811,2951.128493,2966.239558,2910.316714,2847.09192,2883.848437,2916.011478,2939.066945
29008,2596.561045,2643.900447,2712.814858,2818.246352,2880.072961,2959.118326,3080.805336,3197.748191,3197.039018,3401.164616,3533.535064,3648.530596,3727.972692,3745.331831,3665.774419,3586.137786,3620.577006,3652.68689,3682.169216
