Year,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
29009,3193.208469,3258.109151,3332.930573,3464.352432,3542.279796,3644.642543,3805.233299,3949.564307,3953.418436,4250.473963,4403.441427,4558.238557,4673.145535,4705.105203,4621.887189,4521.479617,4570.056844,4614.6856,4652.086941
29010,3265.463171,3326.983521,3383.149487,3514.752289,3590.511454,3689.049841,3840.720898,3976.598716,3977.591767,4257.050147,4418.428785,4592.698141,4710.417233,4725.939947,4649.552055,4548.54348,4597.59978,4638.647652,4676.333173
29011,2847.086168,2899.503582,2940.748537,3052.790973,3119.455749,3203.083529,3336.0505,3453.359532,3451.54003,3674.477661,3832.725205,3975.192672,4068.294035,4086.791347,4008.579742,3921.495885,3960.38207,3995.552972,4027.681016
29012,7551.803455,7730.97497,7924.601005,8284.915434,8499.673243,8843.05086,9260.146961,9719.003404,9808.817772,10682.12569,11143.91423,11570.23929,11838.57586,11907.99666,11662.71093,11409.34604,11521.7709,11628.44816,11722.35286
29013,927.5182668,944.3328852,959.754131,996.3757498,1017.7565,1045.296856,1088.359175,1131.182941,1131.291675,1203.142239,1241.154888,1273.089737,1299.623878,1305.274508,1277.959231,1250.196368,1262.445373,1274.648324,1284.965142
29014,2845.216247,2905.707781,2956.030662,3072.042062,3141.632848,3239.990938,3374.230409,3502.711439,3507.058149,3737.968688,3894.245537,4027.756889,4124.235663,4143.371416,4057.226384,3969.0857,4014.65061,4050.928069,4083.531929
29015,2412.642669,2457.680565,2512.570026,2611.122387,2674.219884,2758.204086,2895.782134,3009.342399,3020.483522,3293.766393,3443.924796,3636.170355,3734.126004,3753.758825,3687.323923,3607.219171,3644.985912,3680.153059,3711.68403
29016,2911.90644,2972.31826,3045.653316,3169.893701,3240.093758,3331.776192,3473.440283,3618.728169,3625.315634,3903.273091,4075.821907,4269.241937,4374.129784,4397.775417,4324.356308,4230.412427,4274.324949,4313.014025,4347.42095
29017,2659.853076,2713.94123,2790.925113,2907.544393,2973.44954,3064.37761,3213.849859,3345.76155,3368.179878,3632.604737,3809.189046,3969.176338,4064.423653,4078.533793,3994.297483,3907.523925,3946.102694,3985.093107,4017.952667
29018,1343.160108,1375.578772,1402.968603,1467.30871,1504.745116,1564.85374,1648.704075,1709.503065,1716.386507,1860.138081,1950.713537,2070.60583,2130.011519,2149.177595,2102.312244,2056.640859,2078.511183,2097.500393,2113.646496
29019,3310.63231,3402.659418,3488.910759,3658.169808,3761.156348,3898.187537,4083.330666,4254.176574,4261.854513,4679.883293,4936.553793,5128.914784,5247.961984,5320.841999,5214.416215,5101.136381,5148.859613,5195.3988,5236.034289
29020,3774.269696,3858.371615,3992.046659,4185.082806,4284.907427,4443.392855,4659.80729,4880.744739,4903.874702,5402.118117,5634.233888,5919.529289,6065.656933,6116.923409,5994.348761,5864.125391,5920.931872,5973.831074,6021.650723
29021,15849.23778,16388.98843,16557.06612,17274.71171,17670.19822,18259.38814,19101.52913,19877.04636,19915.80463,21289.02152,21954.49954,22454.13923,22937.03646,23424.72978,22921.71759,22423.75803,22631.15112,22835.00182,23014.7368
29022,2254.255028,2301.296087,2343.580744,2436.76104,2491.186073,2563.113916,2672.917315,2787.628038,2787.84881,2981.728012,3104.296502,3197.986568,3285.712868,3306.759993,3247.208263,3176.664709,3207.823792,3237.240574,3263.972211
29023,3027.32544,3085.819802,3152.637787,3273.960752,3347.501217,3445.430576,3597.124009,3727.451021,3731.079731,4008.474542,4161.064027,4322.297151,4444.280806,4471.198388,4454.80695,4358.029083,4404.017453,4454.004731,4491.988108
29024,3909.105792,3984.379522,4062.068513,4219.157618,4313.128769,4430.975667,4612.734478,4786.01472,4797.329264,5161.971443,5363.827405,5521.045325,5643.463059,5668.762036,5556.722003,5436.00575,5487.975446,5536.356092,5579.759718
29025,858.5624331,873.9109264,886.0393927,919.1801179,939.0232497,968.897849,1013.382014,1049.642928,1051.367575,1128.770726,1170.735213,1210.101511,1250.369911,1255.645982,1228.876824,1202.180256,1254.093056,1265.322994,1275.911484
29026,4154.327787,4238.352702,4319.011346,4486.839385,4589.11491,4723.389359,4935.184085,5120.881848,5124.731346,5469.904833,5672.527704,5813.533931,5955.101495,5997.691828,5901.599824,5773.391302,5856.442776,5911.013836,5994.713528
29027,2417.395994,2461.98427,2502.714575,2602.468196,2664.775828,2739.773592,2852.95511,2962.720876,2964.536699,3173.20713,3290.945277,3420.071762,3526.85498,3556.4174,3500.952812,3424.896821,3464.294876,3495.25785,3544.26839
29028,4486.486274,4582.035188,4670.214827,4859.3811,4971.861067,5138.526305,5352.542046,5576.768898,5605.804548,5994.82754,6225.354648,6387.552344,6539.8254,6569.754797,6441.930077,6301.983236,6370.279336,6428.226028,6514.692827
29029,2078.213539,2118.553656,2150.407904,2230.856204,2278.736014,2345.818721,2450.411731,2544.317235,2574.906743,2770.88677,2884.422917,2965.273548,3029.065011,3043.745049,2981.527072,2916.755282,2943.550379,2970.192525,3028.663509
29030,1085.335249,1110.461826,1145.246265,1190.309177,1216.254111,1252.50681,1307.599182,1353.294291,1357.026513,1459.493101,1512.156495,1568.25677,1601.265262,1618.474908,1586.277443,1551.816571,1565.687209,1579.493764,1591.521561
29031,5976.040606,6086.872889,6189.545262,6495.36539,6662.386222,6846.07393,7126.465089,7410.493016,7414.34308,7959.730335,8226.976588,8431.503116,8610.764597,8658.394688,8493.606205,8309.088035,8388.267507,8463.06976,8547.003528
29032,8135.337441,8317.942317,8487.612226,8856.429714,9067.142814,9330.843481,9745.667092,10130.63051,10170.46079,11006.3713,11508.80681,11915.51746,12187.82317,12273.21554,12078.79953,11816.39531,11957.45184,12068.56434,12168.48003
31001,3408.700108,3470.1052,3515.682209,3647.657894,3725.338336,3829.938918,3998.14138,4145.796701,4153.380632,4419.53752,4563.007206,4646.212542,4744.552627,4796.386476,4724.963054,4622.316191,4669.269095,4712.98747,4760.164012
31002,4940.86165,5030.67271,5099.09313,5298.773509,5412.753359,5572.768693,5837.727102,6063.372733,6080.207409,6503.882446,6733.985164,6877.812086,7017.459583,7136.397769,7082.852626,6928.982106,7030.128298,7097.604278,7162.877486
31003,4419.822068,4504.286843,4571.559537,4748.457963,4851.31544,4985.3548,5200.368125,5400.242567,5401.873733,5728.331603,5923.330726,6038.484482,6164.939517,6202.014741,6070.671023,5938.789504,6027.945263,6081.676145,6134.904644
31004,2620.24216,2679.685719,2739.853878,2846.336218,2912.74077,2997.135648,3134.741407,3288.48706,3291.71082,3541.392777,3659.524378,3739.800844,3820.543722,3838.675544,3781.784722,3699.627843,3740.15105,3773.217485,3803.003518
31005,2632.102043,2689.812547,2767.278665,2888.330237,2952.568316,3042.970419,3181.339651,3317.008092,3319.213276,3558.633602,3671.733257,3761.409776,3841.437059,3856.929224,3780.588662,3698.457759,3733.588697,3766.515372,3875.847597
31006,3513.678945,3584.002584,3636.082515,3772.677199,3853.723213,3967.532535,4142.875115,4300.706138,4298.408004,4553.634694,4696.305687,4783.31816,4881.734871,4904.49609,4811.284442,4706.762316,4752.442306,4795.988954,4864.897304
31007,5318.793267,5427.798335,5537.97224,5748.524853,5884.757665,6059.050623,6320.965382,6553.458474,6563.620727,6998.463367,7255.433572,7402.860917,7561.491404,7593.139281,7464.979863,7302.807913,7374.323711,7465.637083,7563.113737
31008,947.2546185,965.020435,994.0121915,1038.692241,1061.54171,1091.083314,1135.83242,1174.603725,1173.687449,1242.357658,1277.145861,1297.159847,1323.278468,1330.295865,1301.58524,1273.309112,1284.77552,1295.998284,1327.488504
31009,1158.575531,1182.370855,1208.359432,1255.477126,1283.511603,1319.336552,1373.885715,1423.328511,1422.263077,1508.459065,1556.062147,1585.005598,1617.004125,1636.12797,1603.066475,1568.240861,1586.770938,1603.047566,1616.483755
31010,1186.555098,1215.140677,1231.854176,1280.946075,1308.479995,1347.951984,1416.094454,1464.846137,1465.525456,1562.184293,1619.430082,1653.475274,1687.299043,1694.834088,1682.754944,1646.198152,1670.386079,1685.123947,1717.357852
31011,1607.109924,1639.857974,1684.138561,1748.892155,1787.160577,1839.981409,1923.061014,1996.630843,2000.12478,2165.216356,2252.291641,2312.84532,2363.72113,2378.988973,2330.279545,2279.65569,2303.27485,2323.687168,2361.022396
31012,1477.521941,1506.642414,1535.865341,1604.271286,1640.792354,1692.493513,1769.255413,1837.386349,1837.564278,1965.620562,2039.19815,2093.534112,2143.306422,2152.376262,2142.506827,2095.962223,2115.534711,2134.192965,2182.71751
31013,815.6659078,831.9993657,843.4105638,875.0005647,894.2618351,918.5358492,961.6858265,997.2302459,997.0489751,1074.518465,1114.173584,1142.649898,1169.399239,1174.187908,1151.370331,1126.357541,1136.85178,1146.782396,1156.0252
31014,1981.527674,2020.403494,2053.431084,2131.255678,2179.45327,2237.121081,2328.152043,2409.38703,2407.559161,2542.057887,2615.961481,2666.349175,2720.753427,2734.964131,2698.110468,2639.49571,2663.954145,2687.661494,2727.678568
31015,2359.437312,2402.733709,2434.144561,2527.423439,2581.707486,2656.502736,2769.500327,2870.320978,2870.701173,3048.711938,3145.892931,3225.837321,3293.336556,3306.444953,3276.301369,3205.125805,3235.769174,3264.871909,3290.046422
31016,1360.798892,1385.618257,1403.832968,1456.323617,1487.439868,1528.73188,1593.493126,1648.98305,1650.185188,1765.709028,1828.65559,1875.861099,1914.753316,1923.867935,1894.705302,1853.544025,1872.130585,1888.521392,1904.484759
31017,2236.442212,2282.0823,2335.125647,2428.440795,2480.920972,2559.451475,2666.965051,2762.669214,2821.62442,3068.071388,3221.115827,3289.797504,3360.274631,3375.0859,3313.814438,3241.823933,3293.004627,3322.312353,3347.782108
31018,9332.484385,9550.371771,9653.837777,10067.83914,10302.17331,10640.71944,11089.6169,11495.45023,11532.46414,12298.20606,12723.57921,13002.86299,13283.02416,13428.67183,13190.83957,12904.27704,13099.70995,13225.31974,13334.95823
31019,2888.698598,2950.897147,2997.635287,3112.188921,3179.627025,3268.700623,3404.479086,3527.662921,3528.954076,3768.48197,3891.785246,3988.333501,4076.970978,4115.650192,4088.715872,3999.891124,4074.180173,4118.327279,4154.145923
31020,3100.221668,3164.354038,3223.413601,3351.792093,3427.378318,3522.7563,3673.316854,3810.83781,3830.066711,4104.79208,4290.641133,4405.329267,4511.53538,4542.164416,4444.578409,4348.022777,4396.824434,4439.478628,4475.691271
31021,3092.215909,3149.791698,3196.102693,3317.391427,3391.139332,3490.49084,3642.245969,3799.228744,3807.143581,4084.391578,4232.600964,4340.83504,4430.229597,4457.445677,4363.30054,4268.510602,4369.811579,4409.67724,4443.772228
31022,4501.239988,4626.162304,4691.287438,4869.211697,4979.848986,5152.711903,5384.438542,5596.915527,5614.578839,6049.085717,6285.252362,6455.827014,6590.222055,6706.946284,6586.188899,6443.108166,6559.851437,6620.199767,6674.219625
31023,3786.703247,3872.380423,3927.593223,4089.368612,4205.151157,4342.422198,4528.475918,4685.563369,4686.403654,5045.40055,5248.004772,5386.929183,5508.425301,5559.615682,5463.314763,5344.627735,5434.703601,5484.190687,5530.837036
31024,2071.809671,2110.227539,2129.768106,2210.167619,2258.626325,2338.471575,2438.072731,2528.635286,2528.987711,2684.130501,2797.258323,2841.715479,2900.573175,2916.474335,2851.000725,2789.064547,2817.081818,2844.826591,2866.778181
31025,2472.176817,2516.525358,2553.642684,2653.901854,2714.143675,2809.283948,2927.241919,3036.804519,3037.015231,3223.194677,3325.956346,3398.158024,3468.111948,3491.421232,3421.910531,3347.571685,3383.336062,3417.510588,3446.46755
31026,2368.704357,2416.621146,2474.609303,2580.156778,2638.666824,2723.866645,2845.62788,2962.739752,2976.263387,3196.510144,3341.299346,3427.800746,3499.03441,3516.999167,3440.132204,3365.397528,3404.285397,3435.815957,3463.655558
31027,5452.315007,5566.893645,5667.069837,5901.030759,6059.414133,6354.645682,6638.565402,6923.11672,6951.075594,7576.837501,7877.685412,8062.605425,8234.520654,8299.975481,8162.586784,7985.259841,8066.778515,8139.51235,8203.923543
31028,937.9211303,956.9774247,973.9675381,1022.011447,1046.573069,1086.615524,1134.278613,1179.696861,1178.829963,1265.340808,1306.477481,1332.742098,1361.783793,1375.254832,1371.348812,1341.557126,1363.806869,1379.322477,1391.614357
31029,1571.739092,1601.904985,1625.324078,1691.56058,1730.337381,1781.207532,1856.696855,1927.4341,1930.492718,2064.741799,2143.390895,2218.713631,2263.343857,2277.298659,2227.678582,2179.283695,2203.689853,2223.827282,2242.667083
31030,34917.77574,35702.92381,36124.46445,37588.59197,38615.73507,40188.17242,42151.79438,44085.40547,44313.70373,47451.50474,49038.02341,50026.48025,51059.46727,51288.54018,50190.24726,49099.8965,49579.73147,50027.81443,50416.83897
31031,4217.226273,4316.723405,4389.934892,4559.929964,4679.066524,4930.462685,5168.62882,5381.258003,5419.250864,5847.555204,6077.875277,6271.434448,6423.462105,6462.264249,6346.81026,6208.929877,6274.619967,6330.055576,6380.873617
31032,722.0805399,735.610317,763.6503574,793.124461,810.7337591,840.6994396,884.1884828,924.6137563,993.7517355,1119.769467,1228.100431,1316.145285,1359.428728,1376.513334,1354.160662,1324.74239,1339.787762,1351.96192,1362.34292
31033,2617.941896,2670.331793,2723.998617,2831.80606,2901.123376,3036.866569,3215.540869,3381.180192,3426.889096,3759.538924,3917.850093,4025.388819,4128.793914,4161.541788,4081.797933,3993.123506,4047.671854,4086.829719,4125.551524
31034,2726.887056,2779.330254,2824.797018,2931.813561,2996.60419,3092.856907,3241.930593,3386.66921,3412.738409,3676.341668,3821.876239,3953.26055,4041.020818,4048.559128,3970.268836,3884.017307,3928.072667,3965.182296,3996.217258
31035,968.5995015,987.1183743,1009.4118,1048.327458,1071.117344,1110.65257,1157.196086,1198.74873,1202.472677,1294.251766,1337.260903,1366.146403,1395.088992,1402.535189,1384.807405,1354.723339,1369.213026,1381.903013,1393.335571
31036,643.2040399,657.4897253,670.4659194,698.153901,713.3346694,732.6975157,762.6118203,789.7126382,789.4750696,839.9090617,865.6865885,885.0178408,902.8398474,910.6760265,900.9254131,881.3533764,893.9170945,901.7711507,940.8999436
31037,3801.879604,3876.389093,3935.017184,4083.669725,4173.200009,4300.616295,4482.623944,4648.926892,4661.144478,4981.552255,5130.486389,5226.389095,5331.716848,5365.67143,5284.67831,5169.872048,5219.924681,5272.598876,5315.708395
31038,459.0565666,468.4414422,486.3877294,504.8758862,515.857069,531.4054149,554.5313256,574.4030963,574.2789914,618.0613885,641.5798929,656.3352881,670.2179847,673.1027432,664.4511572,650.0163771,656.3206387,664.1309751,671.1663332
31039,5104.235246,5198.335083,5263.889679,5470.990784,5593.678524,5750.120181,5995.314936,6222.189627,6245.714486,6662.462122,6874.211712,7005.279051,7145.394136,7189.476934,7044.134739,6891.105467,6959.203578,7021.314336,7080.746741
31040,1634.856615,1668.071233,1716.374505,1783.468407,1822.705037,1881.235238,1970.166761,2046.589357,2050.826126,2201.139169,2292.180006,2348.940015,2396.848003,2408.099241,2366.679051,2315.264464,2342.167093,2363.781817,2385.817556
31041,1726.249501,1764.570978,1801.073085,1875.010675,1918.243364,1973.932691,2059.346158,2143.874698,2161.03746,2319.844075,2397.086195,2473.012632,2523.95089,2552.3882,2510.246598,2455.713089,2478.755689,2504.468403,2525.167109
31042,1433.535468,1464.080016,1486.372174,1542.910705,1576.079991,1618.406126,1684.869384,1751.745401,1755.885872,1875.981571,1937.667063,1985.198048,2033.51306,2078.558677,2042.161433,1997.796768,2106.881581,2129.289196,2146.722833
31043,5480.88791,5589.887125,5680.90194,5920.140028,6071.853328,6309.964739,6612.749799,6879.74133,6917.699434,7484.145551,7806.157696,8012.119324,8214.74808,8263.225875,8079.306154,7903.788431,7985.065187,8057.664051,8122.293529
31044,1986.188278,2024.416306,2053.380672,2132.593698,2180.731917,2260.224081,2355.728801,2450.271666,2456.806369,2652.062303,2766.871286,2852.969254,2912.793049,2931.557633,2866.131383,2803.866519,2832.927197,2858.089932,2880.275084
31045,1034.742716,1054.254877,1073.345079,1113.732302,1137.636481,1170.679241,1221.788097,1277.607627,1278.140267,1388.769075,1439.747755,1481.253736,1512.278336,1520.96235,1488.032559,1455.706006,1470.279134,1483.255784,1495.423747
31046,1317.211567,1344.528375,1368.154624,1420.313504,1453.953666,1496.22036,1559.465979,1623.367148,1630.876844,1775.450438,1858.640134,1912.605482,1953.854622,1965.887247,1925.055257,1883.234665,1902.860852,1920.808595,1936.605125
31047,2581.016023,2633.233514,2675.804023,2776.88721,2836.950124,2922.892673,3043.937479,3150.560151,3152.142438,3362.85998,3499.766357,3605.595734,3681.956697,3705.305946,3631.331446,3552.443097,3601.505203,3636.255768,3691.772159
31048,2775.162814,2834.011236,2872.515805,2980.375279,3046.200739,3132.722391,3265.810557,3381.027402,3383.433531,3622.227443,3761.205933,3884.43912,3968.779001,3989.830067,3902.744327,3817.959718,3856.32727,3891.791214,3924.283487
31049,2473.086551,2524.987588,2567.666954,2664.832076,2722.040582,2802.207974,2919.544797,3038.734651,3057.10617,3298.25882,3440.574645,3541.452373,3613.855367,3633.323238,3554.170088,3476.958026,3510.424471,3541.38283,3568.557609
31050,4962.877299,5061.381032,5127.045267,5329.390566,5447.559276,5652.17809,5895.395703,6131.499083,6152.213569,6627.051315,6897.356674,7077.580677,7226.158379,7271.194675,7130.971466,6976.055704,7053.935909,7117.085268,7174.380949
31051,3997.604004,4079.413005,4127.830206,4291.440106,4384.561905,4514.749004,4714.980546,4889.629157,4917.783996,5253.030166,5454.105295,5598.747032,5714.420089,5745.267219,5624.927458,5502.729532,5559.189589,5608.476845,5654.279078
31052,3801.321476,3873.502069,3947.449892,4101.75544,4204.251385,4394.87346,4608.48377,4822.811482,4927.055245,5379.357644,5663.878539,5827.359571,5973.16264,6012.795918,5890.611658,5762.641897,5828.569308,5880.543985,5940.218393
31053,1323.905911,1350.142649,1382.267407,1435.659834,1467.561619,1509.526347,1573.657759,1629.554174,1633.701761,1754.431629,1828.662196,1888.227498,1928.392861,1942.437074,1902.486154,1861.155858,1879.001985,1895.841038,1910.706389
31054,2075.59227,2115.352433,2152.040526,2239.990137,2287.856844,2358.697066,2455.680769,2546.555823,2546.780794,2726.779776,2831.671564,2900.867109,2961.391421,2970.321242,2905.734299,2842.609088,2872.319198,2897.797219,2920.589201
31055,801.2076001,817.0219734,832.026409,863.1483933,881.7063974,905.5096706,943.559455,976.4666451,976.0414437,1044.711665,1081.907832,1108.472759,1132.195936,1139.714891,1113.682107,1089.488065,1100.245069,1109.855918,1118.294798
31056,1586.310825,1618.122858,1644.792535,1706.364308,1743.200641,1794.73279,1868.499415,1944.650605,1955.704532,2097.072005,2177.981072,2235.829143,2281.540666,2291.91427,2245.308318,2196.530431,2217.46378,2236.99858,2255.990318
31057,1836.450512,1882.604222,1912.593845,1986.465922,2030.570654,2087.951912,2178.67853,2255.550999,2267.923188,2425.218632,2552.413286,2623.794763,2678.790298,2687.691923,2632.120084,2574.938963,2600.443111,2623.669857,2644.359651
31058,2048.694105,2091.566489,2124.62519,2210.494862,2261.82107,2336.224939,2447.75844,2559.435482,2569.426007,2771.025665,2880.318039,2964.424637,3032.274521,3048.859343,2985.5948,2920.734662,2948.806655,2975.020232,2997.916011
31059,2028.916246,2069.179664,2107.251708,2193.321395,2245.603226,2337.891704,2452.740121,2571.06414,2574.132051,2753.847584,2850.855553,2926.889797,2996.429437,3009.811748,2945.210846,2881.22803,2910.564191,2936.561384,2964.08406
31060,1302.34735,1332.135728,1361.73938,1413.288292,1444.699576,1494.264741,1561.689128,1618.948447,1620.113264,1729.842956,1788.512345,1841.128136,1878.928814,1887.776106,1854.133015,1813.853159,1831.181472,1847.363159,1861.759885
31061,1627.566932,1659.766068,1709.84654,1780.887354,1821.394518,1896.108427,1987.51886,2065.833309,2077.116783,2257.573338,2345.41479,2426.77749,2478.494045,2492.316822,2443.029511,2389.956266,2414.883388,2436.277844,2456.235194
31062,1700.95921,1740.70468,1780.895519,1868.651987,1913.395539,1976.44982,2078.267293,2165.83061,2190.111473,2379.622276,2474.851831,2530.609331,2581.988601,2595.226368,2545.439971,2490.141924,2519.198451,2542.084483,2577.570843
31063,2105.354732,2166.741622,2220.269997,2307.027391,2371.119684,2462.305678,2589.93179,2705.351683,2730.64881,2943.419166,3059.58804,3168.204383,3236.045956,3256.642108,3202.270835,3132.703561,3170.630915,3198.562856,3223.509711
31064,2974.161176,3052.488179,3130.961108,3264.214635,3342.669058,3455.700648,3634.722662,3787.296213,3828.605522,4136.880394,4317.707058,4481.052457,4580.855508,4635.792697,4552.822585,4453.915455,4509.29663,4551.731064,4590.188372
31065,6058.46706,6171.074017,6247.079017,6482.190016,6622.669743,6838.514024,7131.779012,7409.68825,7429.422285,7947.912099,8200.528979,8382.507606,8557.000657,8623.177431,8437.918611,8254.610258,8336.731595,8410.341134,8497.80691
31066,2145.755348,2189.387829,2230.84982,2319.944866,2385.086499,2514.549444,2653.645185,2775.287877,2804.377322,3009.916311,3135.69827,3231.810608,3298.258143,3323.72844,3258.670911,3187.878373,3222.308851,3250.93903,3276.92846
32001,991.1752765,1009.728027,1044.478017,1084.65511,1108.075236,1144.269132,1192.093332,1253.889317,1254.514899,1344.243851,1389.491398,1414.946401,1444.658068,1451.729573,1425.008208,1394.050815,1406.603208,1418.890145,1430.07413
32002,1381.219101,1410.322701,1450.832389,1514.869132,1553.71618,1604.195073,1682.760351,1753.155542,1771.85337,1912.457752,1983.111667,2038.437513,2083.28396,2130.346587,2092.506371,2047.048009,2066.874719,2085.278313,2101.968752
32003,1956.848591,1994.673757,2038.316324,2117.395073,2168.795255,2280.363045,2407.657953,2532.00195,2554.03314,2759.898649,2874.768459,2944.98229,3010.629509,3007.019605,2951.341522,2887.225521,2917.141099,2943.845128,2968.033995
32004,1089.282074,1115.150649,1139.662585,1183.780726,1209.319157,1246.002778,1312.580974,1380.199365,1404.092129,1537.601871,1604.554174,1654.243813,1698.345144,1716.012117,1701.654696,1664.687338,1682.855909,1698.83733,1736.777736
32005,2994.58438,3090.379694,3198.44878,3342.690262,3423.984472,3589.564791,3778.951996,3981.703783,4034.227416,4406.840051,4600.566667,4758.229871,4861.144126,4894.863455,4833.023341,4728.02901,4774.190786,4816.943129,4863.902404
32006,5077.102579,5196.703281,5316.307675,5569.797603,5718.122162,5972.652782,6306.627865,6584.310188,6655.855881,7160.930219,7452.474844,7637.04502,7803.263304,7868.470553,7715.117159,7547.511199,7619.703903,7687.228892,7773.272146
32007,1311.500416,1337.882928,1384.102177,1436.387562,1467.664267,1511.569893,1579.367013,1642.473146,1642.827823,1771.074101,1829.021812,1882.078481,1921.85424,1932.229933,1897.371121,1856.151955,1874.29072,1890.890079,1906.51329
32008,1063.447305,1084.536769,1112.959327,1156.038185,1181.634562,1226.684854,1283.073458,1329.341045,1337.295745,1451.953944,1510.71198,1551.661062,1583.439122,1603.152711,1571.933006,1537.783771,1552.454668,1566.015649,1578.090996
32009,11412.39285,11686.5814,11813.92483,12271.74002,12565.19525,13006.1543,13647.44543,14138.00093,14263.72968,15214.14136,15659.45618,15949.14072,16268.17874,16608.83074,16265.25193,15911.89981,16055.53571,16196.00151,16319.8802
32010,2986.853721,3045.177403,3113.80885,3243.561794,3325.001317,3498.330554,3694.018714,3829.140067,3862.747569,4217.953142,4385.51272,4520.624793,4611.539385,4652.620504,4551.246758,4452.37385,4494.92751,4534.406039,4568.822955
32011,1634.306139,1667.856801,1704.369576,1769.503047,1807.612096,1863.845864,1946.154492,2028.684297,2034.240969,2174.239191,2251.157548,2319.870105,2368.209097,2380.46202,2342.255512,2291.371517,2318.799519,2339.300347,2357.771337
32012,3588.09582,3655.333583,3715.267817,3855.322607,3938.334387,4059.161944,4235.961717,4403.223469,4415.525796,4722.129695,4904.833886,5041.839941,5144.725654,5191.386813,5092.573186,4981.940306,5032.657902,5077.617177,5117.726007
32013,1168.96869,1191.084506,1214.615607,1260.399664,1287.506006,1333.767959,1445.983417,1515.913478,1525.515661,1664.984762,1715.813115,1766.370007,1803.911165,1813.264567,1776.525295,1737.931428,1759.402562,1775.407257,1790.031259
33001,1844.352118,1884.788799,1925.879493,1999.595618,2043.244299,2111.778471,2201.724544,2285.943342,2288.630398,2442.577309,2524.508038,2585.784587,2638.872914,2640.549649,2588.259715,2532.031437,2556.832448,2579.54427,2601.386123
33002,1430.08151,1460.137478,1496.939435,1556.883834,1595.39069,1654.199857,1733.803279,1800.641788,1809.778912,1951.847842,2034.378544,2098.400501,2141.158395,2156.854354,2115.744596,2069.781397,2088.874899,2107.253419,2123.426162
33003,6876.997442,7007.754003,7135.369023,7415.249937,7576.575905,7839.524558,8200.44888,8573.968245,8680.818033,9515.375858,9928.361796,10155.6686,10369.14227,10407.81329,10194.88773,9973.41036,10077.85486,10167.99002,10246.60441
33004,3184.459522,3365.764023,3558.488945,3758.618501,3886.368858,4066.650069,4286.726791,4472.95103,4589.633936,5047.011446,5200.305288,5325.594859,5439.713107,5525.534826,5410.926832,5293.377942,5353.161664,5400.337904,5442.208105
33005,1596.262433,1631.029617,1664.732133,1727.007615,1764.304035,1824.969751,1902.298738,1983.699457,1985.767563,2127.976163,2202.685083,2253.005728,2299.400935,2303.185138,2255.977511,2206.967854,2228.36976,2248.27148,2266.37558
33006,770.8160365,796.8824658,827.2231277,858.3524375,877.2410781,917.7036544,966.9240268,1010.813293,1010.987066,1073.747531,1110.144425,1132.530753,1155.47998,1160.109794,1136.35975,1111.673063,1122.109124,1132.022158,1141.194409
33007,2676.040697,2737.578959,2800.329571,2908.981501,2975.657003,3095.759738,3242.266955,3363.379528,3372.6892,3600.845812,3716.749822,3790.21067,3868.04112,3885.974493,3804.586985,3721.934789,3755.955416,3788.859211,3817.803251
33008,397.1389245,404.974905,416.4191873,432.3037954,441.6573803,453.4295549,472.0967085,488.360616,488.0883848,525.2718243,544.3326988,561.6596121,573.4074861,580.8261355,568.9657213,556.6053045,561.5833111,566.5433595,570.8135364
33009,1771.898144,1848.90114,1901.053193,1996.359947,2057.592989,2148.476152,2259.923838,2375.906933,2397.782046,2633.854684,2731.165585,2818.292227,2885.09036,3004.773058,2947.855789,2883.815531,2909.734683,2935.151755,2968.368255
33010,8037.618979,8213.00602,8327.407097,8642.720544,8829.580563,9115.466048,9516.646047,9843.646954,9872.155825,10518.99076,10883.47946,11224.8345,11453.49892,11562.54705,11307.1408,11061.50047,11163.6819,11263.74965,11352.7187
33011,7084.010556,7314.20529,7424.439718,7704.971965,7884.359366,8187.183101,8551.268975,8865.146196,8878.718416,9561.617908,9842.200866,10113.93983,10322.23433,10336.81014,10113.34182,9893.635977,9987.376529,10075.43078,10152.5545
33012,2384.082749,2435.276235,2465.66955,2562.074454,2622.752694,2724.202568,2867.021961,2988.855588,3024.712371,3253.266794,3389.770344,3494.811667,3564.636741,3619.266916,3542.363632,3465.408062,3498.962943,3529.734954,3556.766727
33013,1146.475388,1172.978257,1206.274441,1252.288117,1285.236089,1332.268573,1392.861032,1441.440877,1448.589037,1556.103091,1605.421952,1666.864438,1700.932715,1736.321638,1696.640914,1659.782486,1674.409286,1689.067595,1701.970254
33014,1843.252622,1876.235983,1905.758719,1977.748476,2021.349949,2078.807505,2169.703905,2255.494451,2256.976924,2401.073256,2471.072953,2564.810113,2618.0608,2646.52369,2588.044586,2531.82098,2559.490692,2582.339129,2608.905327
33015,4216.198908,4305.675807,4355.691784,4518.714217,4615.775183,4748.897272,4949.989048,5132.486104,5128.476383,5437.136601,5594.315261,5710.13289,5823.947308,5861.042352,5730.337968,5605.850069,5657.214516,5706.918869,5750.765194
33016,1197.028361,1218.609384,1251.861134,1298.700496,1329.497543,1384.047043,1446.727911,1517.99552,1575.834117,1683.231209,1740.27887,1816.565019,1853.118506,1880.589941,1840.88683,1800.894743,1817.870425,1834.047473,1848.522882
